TheKey	FName	LName	City	StateProvinceName	Country	BDate	MS	GN	YearlyIncome	UName	TotalChildren	NumberChildrenAtHome	HouseOwnerFlag	NumberCarsOwned
20665	James	Evans	Oak Bay	British Columbia	Canada	1974-02-18	S	M	70000	james50 	2	2	1	1
20666	Lacey	Rai	Berkeley	California	United States	1974-04-06	S	F	70000	lacey7 	2	2	1	1
20667	Jodi	Pal	Bremerton	Washington	United States	1974-06-26	S	F	70000	jodi12 	2	2	1	1
20668	Eric	Rothenberg	Concord	California	United States	1974-04-06	S	F	70000	eric9 	2	2	0	1
20669	Rachel	Ross	Shawnee	British Columbia	Canada	1983-10-01	S	F	40000	rachel51 	0	0	1	1
20670	Julia	Cox	Victoria	British Columbia	Canada	1975-09-09	M	F	60000	julia55 	1	0	1	0
20671	Ronald	Sanchez	Berkeley	California	United States	1981-02-09	M	M	70000	ronald23 	4	0	1	0
20672	Fernando	Ross	Concord	California	United States	1981-03-03	S	M	70000	fernando48 	4	0	1	0
20673	Dylan	Washington	Novato	California	United States	1981-10-19	M	M	70000	dylan12 	4	0	1	0
20674	Samuel	Butler	Bellingham	Washington	United States	1978-02-22	S	M	50000	samuel13 	2	2	0	1
20675	Natalie	Martin	Lake Oswego	Oregon	United States	1978-10-29	S	F	50000	natalie82 	2	2	0	1
20676	Carlos	Parker	Beverly Hills	California	United States	1972-03-20	M	M	60000	carlos25 	3	3	1	0
20677	Trinity	Bailey	Grossmont	California	United States	1977-08-09	S	F	60000	trinity14 	3	3	1	0
20678	Martha	Lin	Burbank	California	United States	1982-09-20	S	F	60000	martha7 	3	3	1	1
20679	Dakota	Jenkins	Burnaby	British Columbia	Canada	1971-11-11	M	M	60000	dakota5 	0	0	1	0
20680	Ashley	Anderson	Port Hammond	British Columbia	Canada	1977-07-15	S	F	60000	ashley10 	0	0	1	0
20681	Walter	Moreno	Burlingame	California	United States	1974-10-26	S	M	70000	walter19 	5	5	1	2
20682	John	Davis	Grossmont	California	United States	1975-04-15	M	M	80000	john44 	2	0	1	0
20683	Amanda	Mitchell	Imperial Beach	California	United States	1975-02-18	M	F	80000	amanda54 	3	0	1	0
20684	Olivia	Lee	La Jolla	California	United States	1974-07-28	M	F	80000	olivia21 	3	0	1	0
20685	Mariah	Powell	Bellflower	California	United States	1970-07-01	M	F	40000	mariah13 	0	0	0	1
20686	Lucas	Nelson	Los Angeles	California	United States	1970-10-05	S	M	40000	lucas1 	0	0	1	1
20687	Rebecca	Campbell	Lake Oswego	Oregon	United States	1970-08-04	S	F	40000	rebecca9 	0	0	0	1
20688	Steven	Ramirez	Everett	Washington	United States	1971-03-11	M	M	50000	steven17 	3	3	1	1
20689	Connor	Green	Puyallup	Washington	United States	1976-07-04	M	M	50000	connor41 	3	3	1	2
20690	Nathaniel	Torres	San Gabriel	California	United States	1971-05-04	M	M	50000	nathaniel5 	3	3	1	2
20691	Eduardo	Smith	Langley	British Columbia	Canada	1970-08-14	M	M	60000	eduardo0 	0	0	1	0
20692	John	Lewis	Oakland	California	United States	1976-12-02	M	M	60000	john55 	0	0	1	0
20693	Zachary	Perry	Yakima	Washington	United States	1971-03-10	S	M	60000	zachary6 	0	0	0	1
20694	Daniel	Anderson	N. Vancouver	British Columbia	Canada	1969-10-10	M	M	60000	daniel7 	4	4	1	2
20695	Joshua	Brown	Grossmont	California	United States	1969-08-07	M	M	60000	joshua6 	4	4	1	2
20696	Ethan	Gonzales	Corvallis	Oregon	United States	1969-12-19	M	M	60000	ethan13 	4	4	0	2
20697	Stefanie	Schmidt	Beverly Hills	California	United States	1970-06-25	M	F	60000	stefanie7 	4	4	1	3
20698	Darren	Chandra	Chula Vista	California	United States	1975-03-16	M	M	60000	darren4 	4	4	1	3
20699	Hunter	Wang	National City	California	United States	1969-08-12	S	M	60000	hunter19 	4	2	0	2
20700	Marcus	Scott	Bellflower	California	United States	1970-01-30	M	M	60000	marcus32 	4	2	1	2
20701	Liz	Anderson	Coronado	California	United States	1981-01-16	S	F	60000	liz0 	4	2	0	2
20702	Oscar	Ross	Oakland	California	United States	1969-03-07	S	M	70000	oscar12 	4	2	0	2
20703	Seth	White	Portland	Oregon	United States	1968-11-22	S	M	70000	seth13 	4	2	1	2
20704	Shane	Rodriguez	Beaverton	Oregon	United States	1968-08-20	M	M	70000	shane22 	4	2	1	2
20705	Kevin	Roberts	Glendale	California	United States	1974-03-02	M	M	70000	kevin41 	0	0	0	1
20706	Haley	Gonzalez	Novato	California	United States	1973-09-15	S	F	70000	haley48 	0	0	1	1
20707	Danielle	Stewart	Santa Monica	California	United States	1973-07-07	S	F	70000	danielle26 	0	0	0	1
20708	Devin	Thompson	Langley	British Columbia	Canada	1980-03-05	S	M	70000	devin14 	4	2	1	3
20709	Samuel	Evans	Mill Valley	California	United States	1968-12-09	M	M	70000	samuel31 	0	0	0	1
20710	Andres	Raje	Esher-Molesey	England	United Kingdom	1980-05-07	M	M	40000	andres11 	1	1	1	0
20711	Ebony	Sanz	London	England	United Kingdom	1979-07-05	M	F	40000	ebony41 	1	1	1	0
20712	Colin	Huang	London	England	United Kingdom	1980-01-18	M	M	40000	colin6 	1	1	1	0
20713	Kathleen	Gill	W. York	England	United Kingdom	1983-09-13	S	F	10000	kathleen15 	0	0	0	2
20714	Christine	Beck	Leeds	England	United Kingdom	1983-07-13	S	F	20000	christine15 	0	0	0	2
20715	Henry	Kapoor	Bonn	Nordrhein-Westfalen	Germany	1977-12-20	S	M	20000	henry3 	0	0	0	2
20716	Kristina	Arun	Hannover	Nordrhein-Westfalen	Germany	1979-03-13	M	F	40000	kristina7 	1	1	1	1
20717	Chelsea	Ray	Oxford	England	United Kingdom	1984-03-02	S	F	40000	chelsea12 	0	0	0	0
20718	Ricky	Ruiz	Bury	England	United Kingdom	1978-06-23	S	M	30000	ricky2 	0	0	1	1
20719	Lawrence	Alvarez	Salzgitter	Hessen	Germany	1978-02-17	S	M	30000	lawrence2 	0	0	0	1
20720	Regina	Subram	Hamburg	Hamburg	Germany	1978-01-01	S	F	30000	regina12 	0	0	0	1
20721	Hailey	Perry	Cheltenham	England	United Kingdom	1977-01-05	S	F	10000	hailey29 	0	0	1	2
20722	Kellie	Serrano	Darmstadt	Hessen	Germany	1977-10-22	S	F	40000	kellie15 	2	2	1	0
20723	Cedric	Zhu	Neunkirchen	Saarland	Germany	1977-06-24	S	M	20000	cedric13 	0	0	0	2
20724	Ebony	Vance	London	England	United Kingdom	1976-07-07	S	F	20000	ebony3 	0	0	1	2
20725	Linda	Romero	London	England	United Kingdom	1976-10-01	S	F	20000	linda24 	0	0	1	2
20726	Beth	Romero	Berlin	Hessen	Germany	1982-08-14	S	F	30000	beth11 	0	0	0	1
20727	Arturo	Ye	Solingen	Nordrhein-Westfalen	Germany	1975-07-13	S	M	40000	arturo10 	2	2	1	0
20728	Cedric	Chande	Tremblay-en-France	Seine Saint Denis	France	1976-06-12	S	M	40000	cedric33 	2	2	1	0
20729	Aimee	Zhou	Bonn	Nordrhein-Westfalen	Germany	1977-04-18	M	F	40000	aimee7 	2	2	0	1
20730	Aaron	Shan	Runcorn	England	United Kingdom	1976-12-12	S	M	40000	aaron31 	2	2	1	2
20731	Andre	Kovár	Kassel	Hessen	Germany	1975-12-12	S	M	50000	andre4 	0	0	0	0
20732	Joshua	Walker	Lynnwood	Washington	United States	1986-03-21	S	M	40000	joshua25 	3	3	1	0
20733	Sheena	Luo	Bremerton	Washington	United States	1980-06-05	S	F	40000	sheena5 	3	3	1	2
20734	Luis	Phillips	Langford	British Columbia	Canada	1980-01-14	M	M	50000	luis38 	0	0	1	0
20735	Caitlin	Cooper	Sedro Woolley	Washington	United States	1985-10-19	M	F	50000	caitlin15 	0	0	1	0
20736	Alexandra	Howard	Newton	British Columbia	Canada	1980-12-10	S	F	40000	alexandra15 	4	4	1	1
20737	Victoria	Griffin	San Diego	California	United States	1934-12-31	M	F	20000	victoria67 	2	0	0	2
20738	Alex	Kelly	Puyallup	Washington	United States	1977-07-18	M	M	60000	alex5 	0	0	1	0
20739	Kaitlyn	Carter	Olympia	Washington	United States	1959-03-24	S	F	10000	kaitlyn8 	2	1	1	2
20740	Kathryn	Sharma	Burnaby	British Columbia	Canada	1958-12-07	M	F	10000	kathryn8 	2	1	1	2
20741	Jocelyn	Foster	Lemon Grove	California	United States	1959-03-26	S	F	20000	jocelyn15 	2	0	1	2
20742	Isabella	Stewart	Lake Oswego	Oregon	United States	1964-02-14	M	F	20000	isabella81 	2	0	0	2
20743	Arianna	Howard	Beaverton	Oregon	United States	1959-01-11	M	F	20000	arianna33 	2	0	0	2
20744	Amanda	Barnes	Bellflower	California	United States	1958-08-29	M	F	20000	amanda24 	2	0	0	2
20745	Mariah	Price	Cliffside	British Columbia	Canada	1965-05-31	M	F	20000	mariah4 	2	0	0	2
20746	Christina	Torres	Langley	British Columbia	Canada	1976-02-20	M	F	20000	christina11 	2	0	0	2
20747	Melody	Vazquez	Burien	Washington	United States	1965-11-21	M	F	20000	melody15 	3	0	0	2
20748	Stephanie	Watson	Puyallup	Washington	United States	1960-04-03	S	F	20000	stephanie24 	3	0	1	2
20749	Joan	Morgan	Sedro Woolley	Washington	United States	1959-10-13	M	F	30000	joan11 	1	0	1	1
20750	Katherine	King	Imperial Beach	California	United States	1960-03-25	M	F	40000	katherine67 	1	0	1	1
20751	Jermaine	Arthur	Bellflower	California	United States	1961-04-18	M	M	30000	jermaine5 	1	0	0	2
20752	Christian	Simmons	Olympia	Washington	United States	1961-03-14	M	M	30000	christian2 	1	0	0	2
20753	Taylor	Kelly	Olympia	Washington	United States	1966-11-18	M	F	30000	taylor23 	1	0	0	2
20754	Ian	Davis	La Jolla	California	United States	1960-11-08	M	M	30000	ian6 	2	0	1	2
20755	Alex	Lopez	Concord	California	United States	1960-12-01	M	M	40000	alex41 	1	0	1	1
20756	Marcus	Griffin	Newton	British Columbia	Canada	1967-01-21	M	M	30000	marcus70 	2	0	0	2
20757	Alexia	Powell	Woodburn	Oregon	United States	1961-12-15	M	F	30000	alexia8 	2	0	0	2
20758	Jesse	Sanders	Seattle	Washington	United States	1972-08-29	M	M	30000	jesse3 	2	0	1	2
20759	Teresa	Serrano	Beverly Hills	California	United States	1961-11-17	M	F	40000	teresa17 	1	0	1	1
20760	Thomas	Alexander	Royal Oak	British Columbia	Canada	1973-03-15	M	M	40000	thomas21 	1	0	1	1
20761	Jonathan	Washington	El Cajon	California	United States	1967-11-09	M	M	40000	jonathan13 	1	0	1	1
20762	Jennifer	King	San Francisco	California	United States	1968-10-08	M	F	30000	jennifer22 	2	0	1	2
20763	Lucas	Carter	Lake Oswego	Oregon	United States	1963-02-10	M	M	30000	lucas2 	2	0	1	2
20764	Christian	Taylor	Royal Oak	British Columbia	Canada	1962-07-16	M	M	30000	christian43 	2	0	0	2
20765	Wyatt	Lopez	Lemon Grove	California	United States	1962-11-16	M	M	40000	wyatt31 	1	0	1	1
20766	Charles	Morgan	Mill Valley	California	United States	1969-04-06	M	M	40000	charles61 	2	0	1	1
20767	Rachel	Thomas	Yakima	Washington	United States	1964-03-22	S	F	40000	rachel13 	2	0	1	1
20768	Marshall	Nara	Bellflower	California	United States	1963-08-24	S	M	40000	marshall37 	2	0	1	1
20769	Michelle	Sanders	Lynnwood	Washington	United States	1963-10-01	M	F	40000	michelle5 	2	0	1	1
20770	Carlos	Mitchell	Yakima	Washington	United States	1963-11-11	M	M	80000	carlos40 	5	0	1	0
20771	Madeline	Edwards	Haney	British Columbia	Canada	1964-06-13	M	F	80000	madeline1 	4	0	1	0
20772	Samantha	Garcia	Woodland Hills	California	United States	1969-04-04	S	F	80000	samantha18 	4	0	1	0
20773	Natalie	Rodriguez	Langford	British Columbia	Canada	1963-09-05	S	F	80000	natalie87 	4	0	0	0
20774	Anthony	Miller	Santa Cruz	California	United States	1969-07-03	S	M	80000	anthony15 	4	0	1	0
20775	Bruce	Alonso	Bremerton	Washington	United States	1964-12-21	M	M	40000	bruce30 	2	0	1	1
20776	Haley	Long	Walla Walla	Washington	United States	1965-04-09	M	F	40000	haley28 	2	0	1	1
20777	Carly	Sharma	Beaverton	Oregon	United States	1965-04-06	M	F	60000	carly9 	4	0	1	0
20778	Seth	Ramirez	Sedro Woolley	Washington	United States	1965-04-02	M	M	60000	seth80 	4	0	1	0
20779	Maria	Russell	Grossmont	California	United States	1970-08-04	M	F	60000	maria41 	4	0	1	0
20780	Michael	White	Lebanon	Oregon	United States	1964-07-22	M	M	60000	michael44 	4	0	1	0
20781	Kayla	Lee	Langford	British Columbia	Canada	1965-04-09	M	F	60000	kayla21 	4	0	1	0
20782	Alan	Ye	Beaverton	Oregon	United States	1975-10-31	M	M	60000	alan13 	4	0	1	0
20783	Amanda	Collins	Westminster	British Columbia	Canada	1970-03-13	M	F	60000	amanda46 	4	0	1	0
20784	Eduardo	Walker	Burbank	California	United States	1964-08-20	M	M	60000	eduardo22 	4	0	1	0
20785	Isabella	Taylor	Palo Alto	California	United States	1977-08-20	S	F	50000	isabella64 	0	0	1	0
20786	Marcus	Perez	Glendale	California	United States	1978-05-20	M	M	50000	marcus40 	0	0	1	0
20787	Bridget	Pal	Bremerton	Washington	United States	1979-01-31	M	F	40000	bridget14 	0	0	1	0
20788	Sara	Gonzalez	Burlingame	California	United States	1979-01-13	S	F	40000	sara34 	1	0	1	0
20789	Miguel	Williams	Glendale	California	United States	1979-01-12	M	M	40000	miguel1 	1	0	0	0
20790	Kayla	Harrison	Novato	California	United States	1978-12-04	M	F	40000	kayla14 	1	0	1	0
20791	Ryan	Patterson	San Francisco	California	United States	1978-08-05	M	M	40000	ryan13 	1	0	1	0
20792	Hailey	Rivera	Langford	British Columbia	Canada	1976-12-31	M	F	60000	hailey8 	1	0	1	0
20793	Gary	Martin	Les Ulis	Essonne	France	1976-04-02	S	M	10000	gary10 	0	0	1	0
20794	Brenda	Rana	Paris	Seine (Paris)	France	1967-08-08	M	F	10000	brenda15 	1	0	1	0
20795	Emmanuel	Subram	Verrieres Le Buisson	Essonne	France	1967-11-15	S	M	10000	emmanuel12 	1	0	1	0
20796	Claudia	Guo	Paris	Seine (Paris)	France	1967-02-13	S	F	10000	claudia15 	1	0	1	0
20797	Dawn	Hu	Croix	Nord	France	1964-02-19	M	F	10000	dawn22 	1	0	1	0
20798	Mathew	Munoz	Braunschweig	Nordrhein-Westfalen	Germany	1964-03-03	M	M	10000	mathew3 	1	0	1	0
20799	Peter	Raje	Grevenbroich	Bayern	Germany	1964-02-21	M	M	20000	peter19 	1	0	1	0
20800	Connor	Jenkins	Bury	England	United Kingdom	1963-05-16	M	M	10000	connor3 	1	0	1	0
20801	Ronald	Chandra	Bracknell	England	United Kingdom	1963-05-24	S	M	10000	ronald4 	1	0	1	0
20802	Jon	Li	Bobigny	Seine Saint Denis	France	1962-08-24	S	M	10000	jon22 	2	0	1	0
20803	Nicole	Rodriguez	Drancy	Seine Saint Denis	France	1961-08-15	S	F	10000	nicole20 	2	0	1	0
20804	Katelyn	Torres	York	England	United Kingdom	1961-05-10	M	F	10000	katelyn12 	2	0	1	0
20805	Brandon	Williams	Hof	Bayern	Germany	1961-03-11	M	M	10000	brandon40 	2	0	1	0
20806	James	Lopez	Peterborough	England	United Kingdom	1971-08-22	M	M	10000	james69 	2	0	1	0
20807	Jordan	Foster	York	England	United Kingdom	1960-12-30	M	M	10000	jordan13 	2	0	1	1
20808	Julie	Jai	Kassel	Hessen	Germany	1971-11-11	M	F	10000	julie16 	2	0	1	1
20809	Benjamin	Anderson	Warrington	England	United Kingdom	1959-11-10	M	M	10000	benjamin44 	2	0	1	1
20810	Brittney	He	Les Ulis	Essonne	France	1947-06-22	M	F	10000	brittney17 	2	0	1	1
20811	Calvin	Shan	Warrington	England	United Kingdom	1948-01-15	S	M	40000	calvin10 	1	0	1	0
20812	Preston	Prasad	North Sydney	New South Wales	Australia	1985-08-16	S	M	10000	preston8 	0	0	0	1
20813	Michael	Rothkugel	St. Leonards	New South Wales	Australia	1984-10-09	M	M	10000	michael22 	0	0	1	1
20814	Margaret	Lu	Matraville	New South Wales	Australia	1984-09-28	S	F	10000	margaret17 	0	0	1	1
20815	Tracy	Andersen	Port Macquarie	New South Wales	Australia	1984-08-04	S	F	10000	tracy12 	0	0	1	1
20816	Connor	Ross	Port Macquarie	New South Wales	Australia	1986-01-09	M	M	20000	connor0 	0	0	1	0
20817	Geoffrey	Rodriguez	Cranbourne	Victoria	Australia	1983-10-05	S	M	10000	geoffrey17 	0	0	0	1
20818	Rachel	Powell	Brisbane	Queensland	Australia	1983-01-10	S	F	10000	rachel56 	0	0	0	2
20819	Raymond	Madan	Port Macquarie	New South Wales	Australia	1984-08-20	S	M	20000	raymond9 	0	0	1	0
20820	Kathleen	Rubio	Cloverdale	South Australia	Australia	1984-12-11	M	F	20000	kathleen20 	0	0	1	0
20821	Hany	Morcos	Perth	South Australia	Australia	1984-02-22	M	M	20000	hany0 	0	0	1	0
20822	Shannon	Ruiz	Brisbane	Queensland	Australia	1983-01-31	S	M	20000	shannon24 	0	0	0	0
20823	Troy	Martinez	East Brisbane	Queensland	Australia	1982-10-26	M	M	20000	troy19 	0	0	1	0
20824	Derek	Xu	High Wycombe	England	United Kingdom	1948-11-06	S	M	30000	derek5 	1	0	1	0
20825	Pamela	Kapoor	York	England	United Kingdom	1949-06-02	M	F	40000	pamela4 	1	0	1	0
20826	Jillian	Raman	Paris	Seine (Paris)	France	1972-05-08	S	F	20000	jillian13 	1	1	0	0
20827	Jillian	Perez	Paris La Defense	Hauts de Seine	France	1967-03-06	S	F	20000	jillian21 	1	1	0	0
20828	Jaclyn	Shan	Braunschweig	Nordrhein-Westfalen	Germany	1966-08-17	M	F	30000	jaclyn34 	4	0	1	0
20829	Andy	Diaz	Duesseldorf	Hessen	Germany	1967-05-15	M	M	30000	andy7 	4	0	1	0
20830	Whitney	Martinez	Eilenburg	Brandenburg	Germany	1966-07-19	M	F	30000	whitney16 	4	0	1	0
20831	Drew	Xu	Münster	Saarland	Germany	1972-06-02	M	M	30000	drew5 	4	0	1	0
20832	Kelvin	Tang	Watford	England	United Kingdom	1972-05-05	S	M	30000	kelvin1 	3	0	1	0
20833	Douglas	Sai	Frankfurt am Main	Saarland	Germany	1965-11-08	S	M	20000	douglas9 	1	1	0	0
20834	Brenda	Kapoor	Woolston	England	United Kingdom	1966-01-24	S	F	30000	brenda5 	3	0	1	0
20835	Ruben	Gutierrez	Berlin	Nordrhein-Westfalen	Germany	1964-12-11	M	M	20000	ruben34 	2	0	1	1
20836	Stanley	Chandra	Darmstadt	Hessen	Germany	1976-03-18	M	M	20000	stanley2 	2	0	1	1
20837	Jimmy	Rubio	Berkshire	England	United Kingdom	1965-02-28	M	M	20000	jimmy25 	2	0	1	1
20838	Chloe	Jones	Stoke-on-Trent	England	United Kingdom	1964-10-14	S	F	30000	chloe37 	3	0	1	0
20839	Courtney	Lopez	Stoke-on-Trent	England	United Kingdom	1964-10-11	S	F	30000	courtney17 	3	0	1	0
20840	Alison	Xie	Pantin	Seine Saint Denis	France	1963-08-06	S	F	20000	alison2 	2	0	1	1
20841	Jésus	Alonso	Frankfurt	Bayern	Germany	1975-05-01	S	M	30000	jésus7 	1	0	1	0
20842	Tyrone	Moreno	Hamburg	Hamburg	Germany	1966-04-03	S	M	30000	tyrone6 	3	0	1	0
20843	Jose	Shan	Frankfurt	Hessen	Germany	1965-09-02	M	M	30000	jose25 	3	0	1	0
20844	Nicolas	Pal	Dunkerque	Nord	France	1981-03-16	M	M	30000	nicolas10 	3	0	1	0
20845	Barry	Malhotra	Eilenburg	Brandenburg	Germany	1970-05-17	M	M	30000	barry5 	3	0	1	0
20846	Lee	Alonso	Tremblay-en-France	Seine Saint Denis	France	1964-09-23	M	M	30000	lee6 	0	0	1	0
20847	Kyle	Young	Saarlouis	Saarland	Germany	1964-08-04	M	M	30000	kyle44 	0	0	1	0
20848	Vincent	Liu	Peterborough	England	United Kingdom	1963-12-15	M	M	30000	vincent4 	1	0	1	0
20849	Faith	Washington	Stoke-on-Trent	England	United Kingdom	1981-01-20	S	F	20000	faith12 	0	0	1	1
20850	Lance	Navarro	York	England	United Kingdom	1981-09-10	M	M	20000	lance10 	0	0	0	1
20851	Frank	Sanz	Leeds	England	United Kingdom	1981-05-03	S	M	20000	frank28 	0	0	0	1
20852	Yolanda	Raje	Berkshire	England	United Kingdom	1981-07-02	M	F	30000	yolanda13 	0	0	1	0
20853	Jarrod	Rana	Courbevoie	Hauts de Seine	France	1981-10-04	M	M	30000	jarrod11 	0	0	0	0
20854	Kara	Raji	Frankfurt	Hessen	Germany	1974-08-02	S	F	10000	kara19 	2	2	1	0
20855	Abigail	Ross	Saint Germain en Laye	Yveline	France	1981-03-02	M	F	30000	abigail29 	0	0	1	0
20856	Tiffany	Hu	Leeds	England	United Kingdom	1975-01-07	S	F	20000	tiffany21 	0	0	0	1
20857	Jerry	Becker	Orly	Val de Marne	France	1975-04-18	S	M	20000	jerry21 	0	0	0	1
20858	Damien	Stone	Bobigny	Seine Saint Denis	France	1974-10-29	M	M	30000	damien17 	0	0	1	0
20859	Roy	Romero	London	England	United Kingdom	1980-09-03	S	M	30000	roy29 	0	0	0	0
20860	Preston	Lopez	Leipzig	Nordrhein-Westfalen	Germany	1974-09-19	S	M	40000	preston15 	0	0	1	0
20861	Nicolas	Nara	Münster	Saarland	Germany	1975-01-15	M	M	40000	nicolas15 	0	0	1	0
20862	Marshall	Sutton	London	England	United Kingdom	1980-10-08	M	M	40000	marshall25 	0	0	1	0
20863	Erica	Xu	Oxford	England	United Kingdom	1975-02-11	M	F	40000	erica12 	0	0	1	0
20864	Grace	Howard	Leeds	England	United Kingdom	1974-09-24	M	F	50000	grace37 	0	0	1	0
20865	Luis	Ross	Kassel	Hessen	Germany	1928-03-19	M	M	20000	luis2 	2	0	1	1
20866	David	Jones	Kirkby	England	United Kingdom	1927-12-01	M	M	130000	david76 	0	0	1	0
20867	Noah	Johnson	Roubaix	Nord	France	1957-10-20	M	M	10000	noah57 	3	0	0	2
20868	Misty	Shan	Lancaster	England	United Kingdom	1957-03-09	M	F	10000	misty12 	4	0	0	2
20869	David	Martinez	Newcastle upon Tyne	England	United Kingdom	1979-12-23	S	M	10000	david80 	2	2	1	1
20870	Jaime	Moreno	Kassel	Hessen	Germany	1973-08-07	S	F	10000	jaime7 	2	2	1	1
20871	Adriana	Arthur	Erlangen	Bayern	Germany	1979-09-13	S	F	10000	adriana7 	3	3	1	0
20872	Theodore	Moreno	Gateshead	England	United Kingdom	1984-08-16	S	M	10000	theodore7 	3	3	1	0
20873	Joel	Subram	Hannover	Nordrhein-Westfalen	Germany	1974-05-22	M	M	20000	joel12 	1	1	1	0
20874	Edwin	Lal	Paderborn	Hamburg	Germany	1974-05-20	S	M	20000	edwin31 	1	1	0	1
20875	Julia	Washington	Watford	England	United Kingdom	1974-06-05	M	F	20000	julia79 	1	1	1	1
20876	Jackson	Alexander	Darmstadt	Hessen	Germany	1973-10-25	S	M	30000	jackson21 	1	0	1	0
20877	Richard	Ross	Tremblay-en-France	Seine Saint Denis	France	1974-04-12	S	M	30000	richard60 	1	0	1	0
20878	Erika	Ortega	Paris	Seine (Paris)	France	1979-01-21	M	F	30000	erika19 	1	0	1	0
20879	Pamela	Sanchez	London	England	United Kingdom	1979-09-03	M	F	40000	pamela23 	0	0	1	0
20880	Isabella	Washington	Leeds	England	United Kingdom	1978-04-17	S	F	10000	isabella23 	3	3	1	1
20881	Wendy	Navarro	Bury	England	United Kingdom	1978-06-03	S	F	20000	wendy9 	1	1	0	1
20882	Sabrina	Suarez	Les Ulis	Essonne	France	1984-03-06	M	F	20000	sabrina13 	1	1	1	1
20883	Latoya	Rai	Paris	Seine (Paris)	France	1978-11-12	M	F	30000	latoya16 	1	1	1	0
20884	Darren	Schmidt	Bobigny	Seine Saint Denis	France	1972-07-08	S	M	30000	darren43 	1	1	0	0
20885	Terry	Xie	Liverpool	England	United Kingdom	1973-03-14	S	M	30000	terry6 	1	1	0	0
20886	Bruce	Raman	Gateshead	England	United Kingdom	1972-09-07	M	M	30000	bruce11 	1	1	1	0
20887	Damien	Li	Roissy en Brie	Seine et Marne	France	1972-01-01	S	M	10000	damien2 	4	4	1	1
20888	Clayton	Raje	Tremblay-en-France	Seine Saint Denis	France	1971-07-21	S	M	10000	clayton32 	4	4	1	1
20889	Manuel	Patel	High Wycombe	England	United Kingdom	1977-06-20	S	M	20000	manuel2 	1	1	0	1
20890	Clayton	Anand	York	England	United Kingdom	1972-04-14	S	M	20000	clayton40 	1	1	0	1
20891	Darrell	Anand	Colombes	Hauts de Seine	France	1978-11-10	M	M	40000	darrell10 	0	0	0	0
20892	Henry	Sara	London	England	United Kingdom	1973-01-08	M	M	40000	henry11 	0	0	0	0
20893	Robert	Hall	Bottrop	Nordrhein-Westfalen	Germany	1933-02-02	M	M	30000	robert89 	1	0	1	1
20894	Alyssa	Thomas	Dunkerque	Nord	France	1972-03-20	S	F	20000	alyssa10 	2	2	1	0
20895	Ruben	Jimenez	Paris	Seine (Paris)	France	1972-06-09	S	M	30000	ruben29 	1	1	0	1
20896	Arthur	Sai	Grevenbroich	Bayern	Germany	1971-11-11	M	M	30000	arthur8 	1	1	1	1
20897	Mayra	Sai	Les Ulis	Essonne	France	1971-08-24	M	F	30000	mayra5 	1	1	1	2
20898	Grant	Ferrier	Berlin	Hessen	Germany	1972-01-24	M	M	30000	grant24 	1	1	1	2
20899	Angela	Cook	Roubaix	Nord	France	1971-05-06	S	F	10000	angela47 	5	3	1	2
20900	Natalie	Russell	Kirkby	England	United Kingdom	1970-10-01	S	F	10000	natalie42 	4	3	1	2
20901	Chad	Xu	Suresnes	Hauts de Seine	France	1971-04-01	S	M	20000	chad6 	2	2	1	1
20902	Shane	Subram	Warrington	England	United Kingdom	1976-12-02	M	M	30000	shane16 	1	1	1	2
20903	Robyn	Diaz	Dresden	Hessen	Germany	1971-04-25	M	F	30000	robyn2 	1	1	1	2
20904	Ebony	Gomez	Billericay	England	United Kingdom	1971-03-18	M	F	30000	ebony23 	1	1	1	2
20905	Jessie	Munoz	Sèvres	Hauts de Seine	France	1969-12-03	S	F	10000	jessie5 	5	2	1	1
20906	Briana	Ruiz	Runcorn	England	United Kingdom	1969-11-06	S	F	10000	briana2 	5	2	1	1
20907	Terrence	Shan	Milton Keynes	England	United Kingdom	1970-05-21	S	M	10000	terrence10 	3	2	1	2
20908	Wyatt	Foster	Neunkirchen	Saarland	Germany	1975-04-20	S	M	10000	wyatt66 	3	2	1	2
20909	Kelly	Weadock	London	England	United Kingdom	1968-10-19	S	F	10000	kelly3 	3	2	1	2
20910	Carolyn	Malhotra	Paris	Seine (Paris)	France	1977-02-17	M	F	40000	carolyn5 	0	0	1	0
20911	Katrina	Raje	Paris	Seine (Paris)	France	1972-01-30	M	F	40000	katrina12 	0	0	0	0
20912	Christy	Hu	Ingolstadt	Bayern	Germany	1972-05-01	M	F	40000	christy18 	0	0	0	0
20913	Wesley	Liu	Kiel	Saarland	Germany	1968-10-28	S	M	30000	wesley4 	2	2	1	0
20914	Gilbert	Zeng	Berlin	Hessen	Germany	1978-10-19	M	M	30000	gilbert20 	1	0	1	1
20915	Latasha	Carlson	Colomiers	Garonne (Haute)	France	1970-10-16	S	F	30000	latasha18 	2	2	1	1
20916	Kathleen	Carlson	Hannover	Nordrhein-Westfalen	Germany	1970-11-09	S	F	30000	kathleen19 	2	2	1	2
20917	Tonya	Tang	London	England	United Kingdom	1976-02-20	M	F	40000	tonya4 	1	0	1	0
20918	Neil	Ramos	Boulogne-sur-Mer	Pas de Calais	France	1975-10-31	M	M	30000	neil16 	2	2	0	2
